WINE_ID,WINE_NM,WINE_AREA_NM,WINE_CTGRY,WINE_PRC
"261","Alexander Valley Vineyards Merlot 2016","Merlot from Alexander Valley, Sonoma County, California","red wine","22"
"262","Alexander Valley Vineyards Cyrus 2013","Bordeaux Red Blends from Alexander Valley, Sonoma County, California","red wine","59"
"263","Alexander Valley Vineyards Estate Chardonnay 2016","Chardonnay from Alexander Valley, Sonoma County, California","white wine","18"
"264","Alexander Valley Vineyards Sin Zin Zinfandel (1.5 Liter Magnum) 2014","Zinfandel from Alexander Valley, Sonoma County, California","red wine","40"
"265","Alfaro Family Estate Pinot Noir 2016","Pinot Noir from Santa Cruz Mountains, California","red wine","45"
"266","Alfaro Family Trout Gulch Vineyard Chardonnay 2017","Chardonnay from Santa Cruz Mountains, California","white wine","30"
"267","Alfaro Family Gimelli Vineyards Old Vine Zinfandel 2017","Zinfandel from Cienega Valley, Central Coast, California","red wine","24"
"268","Alfaro Family Dragon Slayer Red 2017","Other Red Blends from Central Coast, California","red wine","20"
"269","Alfaro Family Lindsay Paige Vineyard Chardonnay 2016","Chardonnay from Santa Cruz Mountains, California","white wine","30"
"270","Alfaro Family Trout Gulch Vineyard Pinot Noir 2016","Pinot Noir from Santa Cruz Mountains, California","red wine","46"
"271","Alfaro Family Rosella's Vineyard Chardonnay 2017","Chardonnay from Santa Lucia Highlands, Monterey, Central Coast, California","white wine","32"
"272","Alfaro Family Lester Family Vineyard Pinot Noir 2017","Pinot Noir from Santa Cruz Mountains, California","red wine","45"
"273","Alfaro Family A Estate Syrah 2016","Syrah/Shiraz from Santa Cruz Mountains, California","red wine","24"
"274","Alfaro Family Lindsay Paige Vineyard Chardonnay 2017","Chardonnay from Santa Cruz Mountains, California","white wine","30"
"275","Alfaro Family Trout Gulch Vineyard Pinot Noir 2017","Pinot Noir from Santa Cruz Mountains, California","red wine","45"
"276","Alfaro Family A Estate Chardonnay 2016","Chardonnay from Santa Cruz Mountains, California","white wine","24"
"277","Alfaro Family A Estate Chardonnay 2017","Chardonnay from Santa Cruz Mountains, California","white wine","23"
"278","Alfaro Family A Estate Syrah 2017","Syrah/Shiraz from Santa Cruz Mountains, California","red wine","24"
"279","Alfredo Maestro La Guindalera 2012","Tempranillo from Spain","red wine","58"
"280","Alfredo Maestro El Marciano 2016","Grenache from Spain","red wine","26"
"281","Alhambra Valle de Uco Malbec Reserva 2016","Malbec from Uco Valley, Mendoza, Argentina","red wine","14"
"282","Alheit Cartology 2016","Other White Blends from South Africa","white wine","58"
"283","Alheit Cartology 2015","Other White Blends from South Africa","white wine","48"
"284","Allan Scott Marlborough Sauvignon Blanc 2018","Sauvignon Blanc from Marlborough, New Zealand","white wine","15"
"285","Allegria Tribu d'A Rouge 2015","Syrah/Shiraz from Languedoc-Roussillon, France","red wine","18"
"286","Allegrini La Poja 2010","Corvina from Veneto, Italy","red wine","105"
"287","Allegrini Valpolicella 2017","Other Red Blends from Valpolicella, Veneto, Italy","red wine","17"
"288","Allegrini Amarone 2014","Other Red Blends from Veneto, Italy","red wine","85"
"289","Allegrini Palazzo della Torre 2014","Other Red Blends from Veneto, Italy","red wine","23"
"290","Allegrini La Grola 2015","Corvina from Veneto, Italy","red wine","33"
"291","Alleme Getariako Txakolina 2017","Other White Wine from Txakolina, Spain","white wine","21"
"292","Allure Bubbly Moscato","Non-Vintage Sparkling Wine from California","sparkling & champagne","13"
"293","Allure Bubbly Peach","Non-Vintage Sparkling Wine from California","sparkling & champagne","13"
"294","Allure Bubbly Pink Moscato","Non-Vintage Sparkling Wine from California","sparkling & champagne","13"
"295","Alma Rosa Sta. Rita Hills Pinot Noir 2015","Pinot Noir from Sta. Rita Hills, Santa Barbara, Central Coast, California","red wine","39"
"296","Alma Rosa Santa Barbara County Chardonnay 2016","Chardonnay from Santa Barbara, Central Coast, California","white wine","19"
"297","Alma Rosa Mt. Eden Clone El Jabali Vineyard Pinot Noir 2012","Pinot Noir from Sta. Rita Hills, Santa Barbara, Central Coast, California","red wine","40"
"298","Alma Rosa Clone 115 La Encantada Vineyard Pinot Noir 2012","Pinot Noir from Sta. Rita Hills, Santa Barbara, Central Coast, California","red wine","45"
"299","Alma Rosa Santa Barbara County Pinot Gris 2015","Pinot Gris/Grigio from Santa Barbara, Central Coast, California","white wine","19"
"300","Alma Rosa La Encantada Vineyard Pinot Noir 2014","Pinot Noir from Sta. Rita Hills, Santa Barbara, Central Coast, California","red wine","55"
"301","Almaviva Red 2016","Bordeaux Red Blends from Maipo Valley, Chile","red wine","145"
"302","Alois Lageder Dolomitti Pinot Grigio 2017","Pinot Gris/Grigio from Trentino-Alto Adige, Italy","white wine","18"
"303","Alois Lageder Pinot Bianco 2017","Pinot Blanc from Trentino-Alto Adige, Italy","white wine","15"
"304","Alois Lageder Benefizium Porer Pinot Grigio 2017","Pinot Gris/Grigio from Trentino-Alto Adige, Italy","white wine","29"
"305","Alpha Estate Axia Red 2012","Other Red Blends from Greece","red wine","20"
"306","Alpha Estate Turtles Vineyard Malagouzia 2017","Other White Wine from Greece","white wine","19"
"307","Alpha Estate Hedgehog Vineyard Xinomavro 2015","Other Red Wine from Greece","red wine","24"
"308","Alpha Estate Sauvignon Blanc 2014","Sauvignon Blanc from Greece","white wine","21"
"309","Alpha Omega II Sauvignon Blanc 2016","Sauvignon Blanc from Napa Valley, California","white wine","19"
"310","Alpha Omega Proprietary Red 2014","Bordeaux Red Blends from Napa Valley, California","red wine","100"
"311","Alpha Omega Cabernet Sauvignon 2015","Cabernet Sauvignon from Napa Valley, California","red wine","102"
"312","Alpha Omega Unoaked Chardonnay 2015","Chardonnay from Napa Valley, California","white wine","44"
"313","Alpha Omega II Chardonnay 2015","Chardonnay from Napa Valley, California","white wine","24"
"314","Alpha Omega Chardonnay 2014","Chardonnay from Napa Valley, California","white wine","76"
"315","Alpha Omega II Chardonnay 2014","Chardonnay from Napa Valley, California","white wine","24"
"316","Alpha Omega Beckstoffer To Kalon Vineyard Cabernet Sauvignon 2013","Cabernet Sauvignon from Napa Valley, California","red wine","500"
"317","Alpha Omega Beckstoffer Dr. Crane Vineyard Cabernet Sauvignon 2013","Cabernet Sauvignon from Napa Valley, California","red wine","500"
"318","Alphonse Mellot Les Romains Sancerre Blanc 2016","Sauvignon Blanc from Sancerre, Loire, France","white wine","65"
"319","Alphonse Mellot La Moussiere Sancerre Rouge 2014","Pinot Noir from Sancerre, Loire, France","red wine","58"
"320","Alphonse Mellot La Moussiere Sancerre Blanc 2017","Sauvignon Blanc from Sancerre, Loire, France","white wine","34"
"321","Alphonse Mellot Generation XIX Sancerre Blanc 2014","Sauvignon Blanc from Loire, France","white wine","75"
"322","Alphonse Mellot Satellite Sancerre Blanc 2016","Sauvignon Blanc from Sancerre, Loire, France","white wine","72"
"323","Alta Quatreaux 2014","Bordeaux Red Blends from Napa Valley, California","red wine","54"
"324","Alta Oso Malo Cabernet Sauvignon 2014","Cabernet Sauvignon from Atlas Peak, Napa Valley, California","red wine","75"
"325","Alta Pinot Noir 2015","Pinot Noir from Russian River, Sonoma County, California","red wine","42"
"326","Alta Viognier 2015","Viognier from Napa Valley, California","white wine","29"
"327","Alta Chardonnay 2015","Chardonnay from Napa Valley, California","white wine","22"
"328","Alta Sauvignon Blanc 2014","Sauvignon Blanc from Napa Valley, California","white wine","22"
"329","Alta Oso Malo Cabernet Sauvignon 2015","Cabernet Sauvignon from Atlas Peak, Napa Valley, California","red wine","75"
"330","Alta Sauvignon Blanc 2016","Sauvignon Blanc from Napa Valley, California","white wine","20"
"331","Alta Mora Etna Rosso 2015","Other Red Wine from Sicily, Italy","red wine","26"
"332","Alta Mora Etna Bianco 2017","Other White Wine from Sicily, Italy","white wine","30"
"333","Alta Vista Estate Malbec 2017","Malbec from Mendoza, Argentina","red wine","18"
"334","Alta Vista Estate Malbec 2015","Malbec from Mendoza, Argentina","red wine","19"
"335","Alta Vista Classic Cabernet Sauvignon 2015","Cabernet Sauvignon from Mendoza, Argentina","red wine","14"
"336","Altano Organic Quinta do Ataide 2015","Other Red Blends from Douro, Portugal","red wine","20"
"337","Altano Douro 2015","Other Red Blends from Portugal","red wine","11"
"338","Altesino Rosso di Montalcino 2016","Sangiovese from Montalcino, Tuscany, Italy","red wine","30"
"339","Altesino Rosso di Altesino Toscana 2016","Sangiovese from Tuscany, Italy","red wine","20"
"340","Altesino Brunello di Montalcino (1.5 Liter Magnum) 2013","Sangiovese from Montalcino, Tuscany, Italy","red wine","120"
"341","Altesino Montosoli Brunello di Montalcino (1.5 Liter) 2013","Sangiovese from Montalcino, Tuscany, Italy","red wine","250"
"342","Altesino Montosoli Brunello di Montalcino 2012","Sangiovese from Montalcino, Tuscany, Italy","red wine","125"
"343","Alto Limay Select Pinot Noir 2016","Pinot Noir from Patagonia, Argentina","red wine","20"
"344","Alto Moncayo Aquilon 2015","Grenache from Spain","red wine","155"
"345","Alto Moncayo Moncayo 2016","Grenache from Spain","red wine","48"
"346","Alto Moncayo Veraton 2016","Grenache from Spain","red wine","34"
"347","Altocedro Reserva Malbec 2015","Malbec from Mendoza, Argentina","red wine","40"
"348","Altocedro Ano Cero Malbec 2017","Malbec from Mendoza, Argentina","red wine","19"
"349","Altocedro Ano Cero Cabernet Sauvignon 2017","Cabernet Sauvignon from Mendoza, Argentina","red wine","21"
"350","Altos d'Olivia Airen-Sauvignon Blanc 2016","Other White Blends from Spain","white wine","11"
"351","Altos d'Olivia Tempranillo 2016","Tempranillo from Spain","red wine","8"
"352","Altos las Hormigas Clasico Malbec 2017","Malbec from Uco Valley, Mendoza, Argentina","red wine","12"
"353","Altos las Hormigas Colonia Las Liebres Bonarda 2017","Bonarda from Argentina","red wine","11"
"354","Altos las Hormigas Gualtallary Malbec 2016","Malbec from Uco Valley, Mendoza, Argentina","red wine","45"
"355","Altos las Hormigas Uco Valley Terroir Malbec 2016","Malbec from Uco Valley, Mendoza, Argentina","red wine","19"
"356","Altos las Hormigas Reserva Malbec 2014","Malbec from Uco Valley, Mendoza, Argentina","red wine","33"
"357","Altvs Cabernet Sauvignon 2014","Cabernet Sauvignon from Napa Valley, California","red wine","75"
"358","Alvaro Palacios Les Terrasses Velles Vinyes Priorat 2016","Other Red Blends from Priorat, Spain","red wine","39"
"359","Alvaro Palacios Camins del Priorat 2017","Other Red Blends from Priorat, Spain","red wine","27"
"360","Alvear Oloroso Asuncion (375ML)","Sherry from Spain","","27"
"361","Alvear Montilla Fino","Sherry from Spain","","18"
"362","Alvear Amontillado (Medium Dry)","Sherry from Spain","","23"
"363","Alvear Pedro Ximenez de Anada (375ML) 2015","Sherry from Spain","","27"
"364","Alvear Fino En Rama (500ML) 2012","Sherry from Spain","","16"
"365","Alvear Pedro Ximenez 1927 (375ML)","Sherry from Spain","","30"
"366","Alvear Solera Cream (375ML)","Sherry from Spain","","29"
"367","Alvear Montilla Cream","Sherry from Spain","","17"
"368","Alysian Floodgate Vineyard Chardonnay 2010","Chardonnay from Russian River, Sonoma County, California","white wine","40"
"369","Alysian Westside Farms Chardonnay 2010","Chardonnay from Russian River, Sonoma County, California","white wine","40"
"370","Alzinger Steinertal Smaragd Gruner Veltliner 2017","Gruner Veltliner from Wachau, Austria","white wine","70"
"371","Alzinger Gruner Veltliner Smaragd Wachau Ried Muhlpoint 2017","Gruner Veltliner from Wachau, Austria","white wine","45"
"372","AM/FM Pinot Noir 2014","Pinot Noir from Santa Barbara, Central Coast, California","red wine","26"
"373","Amalaya Malbec 2016","Malbec from Salta, Argentina","red wine","17"
"374","Amapola Creek Estate Cabernet Sauvignon 2014","Cabernet Sauvignon from Sonoma Valley, Sonoma County, California","red wine","90"
"375","Amapola Creek Cuvee Alis 2013","Rhone Red Blends from Sonoma Valley, Sonoma County, California","red wine","47"
"376","Amapola Creek Jos. Belli Vineyards Chardonnay 2016","Chardonnay from Russian River, Sonoma County, California","white wine","48"
"377","Amavi Semillon 2017","Semillon from Walla Walla Valley, Columbia Valley, Washington","white wine","26"
"378","Amavi Syrah 2015","Syrah/Shiraz from Walla Walla Valley, Columbia Valley, Washington","red wine","33"
"379","Amavi Cabernet Sauvignon 2015","Cabernet Sauvignon from Walla Walla Valley, Columbia Valley, Washington","red wine","27"
"380","Ambullneo Vineyards Howling Syrah 2004","Syrah/Shiraz from Santa Maria Valley, Central Coast, California","red wine","40"
"381","Amelia Brut Rose Cremant de Bordeaux","Rosé Sparkling Wine from Bordeaux, France","sparkling & champagne","23"
"382","Ameztoi Getariako Txakolina Rubentis Rose 2017","Rosé from Spain","pink and rosé","24"
"383","Ameztoi Getariako Txakolina 2017","Other White Blends from Txakolina, Spain","white wine","22"
"384","Amici Sonoma Coast Chardonnay 2016","Chardonnay from Sonoma County, California","white wine","25"
"385","Amici Napa Valley Cabernet Sauvignon 2016","Cabernet Sauvignon from Napa Valley, California","red wine","50"
"386","Amici Morisoli Vineyard Cabernet Sauvignon 2013","Cabernet Sauvignon from Napa Valley, California","red wine","129"
"387","Amici Napa Valley Sauvignon Blanc 2017","Sauvignon Blanc from Napa Valley, California","white wine","25"
"388","Amici Olema Cabernet Sauvignon 2016","Cabernet Sauvignon from Sonoma County, California","red wine","25"
"389","Amici Olema Pinot Noir 2017","Pinot Noir from Sonoma County, California","red wine","20"
"390","Amici Russian River Pinot Noir 2016","Pinot Noir from Russian River, Sonoma County, California","red wine","45"
"391","Amici Beckstoffer Missouri Hopper Vineyard Cabernet Sauvignon 2013","Cabernet Sauvignon from Napa Valley, California","red wine","259"
"392","Amici Russian River Pinot Noir 2017","Pinot Noir from Russian River, Sonoma County, California","red wine","40"
"393","Amici Olema Chardonnay 2017","Chardonnay from Sonoma County, California","white wine","16"
"394","Amici Spring Mountain Cabernet Sauvignon 2015","Cabernet Sauvignon from Napa Valley, California","red wine","160"
"395","Amici Olema Chardonnay 2016","Chardonnay from Sonoma County, California","white wine","16"
"396","Amity Willamette Valley Pinot Noir 2016","Pinot Noir from Willamette Valley, Oregon","red wine","28"
"397","Amor Fati Chardonnay 2015","Chardonnay from Santa Maria Valley, Central Coast, California","white wine","55"
"398","Amor Fati Murmur Vineyard Grenache 2015","Grenache from Santa Maria Valley, Central Coast, California","red wine","60"
"399","Amor Fati Pinot Noir 2015","Pinot Noir from Santa Maria Valley, Central Coast, California","red wine","39"
"400","Amor Fati Syrah 2014","Syrah/Shiraz from Santa Maria Valley, Central Coast, California","red wine","60"
"401","Ampelos Cellars Viognier 2016","Viognier from Santa Ynez Valley, Santa Barbara, Central Coast, California","white wine","30"
"402","Ampelos Cellars Sta. Rita Hills Pinot Noir 2015","Pinot Noir from Sta. Rita Hills, Santa Barbara, Central Coast, California","red wine","27"
"403","Ampelos Cellars Gamma: The Complex Syrah 2012","Syrah/Shiraz from Sta. Rita Hills, Santa Barbara, Central Coast, California","red wine","37"
"404","Ampelos Cellars Syrache 2013","Rhone Red Blends from Santa Barbara, Central Coast, California","red wine","28"
"405","Ampelos Cellars Viognier 2015","Viognier from Sta. Rita Hills, Santa Barbara, Central Coast, California","white wine","28"
"406","Ampelos Cellars Lambda Pinot Noir 2013","Pinot Noir from Sta. Rita Hills, Santa Barbara, Central Coast, California","red wine","36"
"407","Amuse Bouche Vin Perdu Red 2013","Bordeaux Red Blends from Napa Valley, California","red wine","100"
"408","Anaba Turbine White 2015","Rhone White Blends from Sonoma Valley, Sonoma County, California","white wine","33"
